"Date Time","Date Time(RAW)","Percent Available Memory","Percent Available Memory(RAW)","Available Memory","Available Memory(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"12/8/2023 10:30:00 AM - 11:30:00 AM","45268.2500000000","63 %","63.3333","5,169 MB","5420167168.0000","0 %","0.0000","100 %","0000010000"
"12/8/2023 11:30:00 AM - 12:30:00 PM","45268.2916666667","63 %","63.1667","5,184 MB","5435799552.0000","0 %","0.0000","100 %","0000010000"
"12/8/2023 12:30:00 PM - 1:30:00 PM","45268.3333333333","63 %","63.0000","5,162 MB","5412334933.3333","0 %","0.0000","100 %","0000010000"
"12/8/2023 1:30:00 PM - 2:30:00 PM","45268.3750000000","63 %","63.1667","5,183 MB","5434649258.6667","0 %","0.0000","100 %","0000010000"
"12/8/2023 2:30:00 PM - 3:30:00 PM","45268.4166666667","63 %","63.3333","5,190 MB","5442247338.6667","0 %","0.0000","100 %","0000010000"
"12/8/2023 3:30:00 PM - 4:30:00 PM","45268.4583333333","64 %","63.5000","5,210 MB","5463020202.6667","0 %","0.0000","100 %","0000010000"
"12/8/2023 4:30:00 PM - 5:30:00 PM","45268.5000000000","64 %","64.0000","5,226 MB","5479572138.6667","0 %","0.0000","100 %","0000010000"
"12/8/2023 5:30:00 PM - 6:30:00 PM","45268.5416666667","63 %","63.0000","5,168 MB","5418938368.0000","0 %","0.0000","100 %","0000010000"
"12/8/2023 6:30:00 PM - 7:30:00 PM","45268.5833333333","63 %","63.1667","5,184 MB","5435962709.3333","0 %","0.0000","100 %","0000010000"
"12/8/2023 7:30:00 PM - 8:30:00 PM","45268.6250000000","64 %","63.6667","5,208 MB","5461454848.0000","0 %","0.0000","100 %","0000010000"
"12/8/2023 8:30:00 PM - 9:30:00 PM","45268.6666666667","64 %","64.0000","5,229 MB","5482962944.0000","0 %","0.0000","100 %","0000010000"
"12/8/2023 9:30:00 PM - 10:30:00 PM","45268.7083333333","64 %","63.5000","5,199 MB","5451686570.6667","0 %","0.0000","100 %","0000010000"
"12/8/2023 10:30:00 PM - 11:30:00 PM","45268.7500000000","64 %","63.8333","5,225 MB","5479281322.6667","0 %","0.0000","100 %","0000010000"
"12/8/2023 11:30:00 PM - 12:30:00 AM","45268.7916666667","64 %","64.0000","5,232 MB","5485677909.3333","0 %","0.0000","100 %","0000010000"
"12/9/2023 12:30:00 AM - 1:30:00 AM","45268.8333333333","64 %","64.0000","5,243 MB","5497754282.6667","0 %","0.0000","100 %","0000010000"
"12/9/2023 1:30:00 AM - 2:30:00 AM","45268.8750000000","64 %","64.0000","5,241 MB","5495141717.3333","0 %","0.0000","100 %","0000010000"
"12/9/2023 2:30:00 AM - 3:30:00 AM","45268.9166666667","64 %","64.0000","5,240 MB","5494962858.6667","0 %","0.0000","100 %","0000010000"
"12/9/2023 3:30:00 AM - 4:30:00 AM","45268.9583333333","64 %","63.6667","5,212 MB","5464919381.3333","0 %","0.0000","100 %","0000010000"
"12/9/2023 4:30:00 AM - 5:30:00 AM","45269.0000000000","64 %","63.8333","5,217 MB","5470023680.0000","0 %","0.0000","100 %","0000010000"
"12/9/2023 5:30:00 AM - 6:30:00 AM","45269.0416666667","63 %","63.0000","5,142 MB","5391882240.0000","0 %","0.0000","100 %","0000010000"
"12/9/2023 6:30:00 AM - 7:30:00 AM","45269.0833333333","62 %","62.0000","5,078 MB","5324804778.6667","0 %","0.0000","100 %","0000010000"
"12/9/2023 7:30:00 AM - 8:30:00 AM","45269.1250000000","64 %","64.0000","5,246 MB","5500987392.0000","0 %","0.0000","100 %","0000010000"
"12/9/2023 8:30:00 AM - 9:30:00 AM","45269.1666666667","64 %","64.0000","5,253 MB","5507711658.6667","0 %","0.0000","100 %","0000010000"
"12/9/2023 9:30:00 AM - 10:30:00 AM","45269.2083333333","64 %","64.0000","5,253 MB","5508690602.6667","0 %","0.0000","100 %","0000010000"
"12/9/2023 10:30:00 AM - 11:30:00 AM","45269.2500000000","64 %","64.0000","5,254 MB","5508936362.6667","0 %","0.0000","100 %","0000010000"
"12/9/2023 11:30:00 AM - 12:30:00 PM","45269.2916666667","64 %","64.0000","5,263 MB","5518738773.3333","0 %","0.0000","100 %","0000010000"
"12/9/2023 12:30:00 PM - 1:30:00 PM","45269.3333333333","64 %","64.0000","5,268 MB","5524373504.0000","0 %","0.0000","100 %","0000010000"
"12/9/2023 1:30:00 PM - 2:30:00 PM","45269.3750000000","64 %","64.0000","5,259 MB","5514538325.3333","0 %","0.0000","100 %","0000010000"
"12/9/2023 2:30:00 PM - 3:30:00 PM","45269.4166666667","64 %","64.0000","5,257 MB","5512333994.6667","0 %","0.0000","100 %","0000010000"
"12/9/2023 3:30:00 PM - 4:30:00 PM","45269.4583333333","64 %","64.0000","5,255 MB","5509791061.3333","0 %","0.0000","100 %","0000010000"
"12/9/2023 4:30:00 PM - 5:30:00 PM","45269.5000000000","64 %","64.0000","5,252 MB","5507177813.3333","0 %","0.0000","100 %","0000010000"
"12/9/2023 5:30:00 PM - 6:30:00 PM","45269.5416666667","64 %","63.6667","5,221 MB","5474341546.6667","0 %","0.0000","100 %","0000010000"
"12/9/2023 6:30:00 PM - 7:30:00 PM","45269.5833333333","64 %","63.6667","5,213 MB","5466478592.0000","0 %","0.0000","100 %","0000010000"
"12/9/2023 7:30:00 PM - 8:30:00 PM","45269.6250000000","64 %","64.0000","5,227 MB","5481243989.3333","0 %","0.0000","100 %","0000010000"
"12/9/2023 8:30:00 PM - 9:30:00 PM","45269.6666666667","64 %","64.0000","5,231 MB","5484894208.0000","0 %","0.0000","100 %","0000010000"
"12/9/2023 9:30:00 PM - 10:30:00 PM","45269.7083333333","64 %","63.8333","5,219 MB","5472027989.3333","0 %","0.0000","100 %","0000010000"
"12/9/2023 10:30:00 PM - 11:30:00 PM","45269.7500000000","64 %","63.8333","5,215 MB","5468296533.3333","0 %","0.0000","100 %","0000010000"
"12/9/2023 11:30:00 PM - 12:30:00 AM","45269.7916666667","64 %","63.6667","5,223 MB","5476620288.0000","0 %","0.0000","100 %","0000010000"
"12/10/2023 12:30:00 AM - 1:30:00 AM","45269.8333333333","63 %","63.3333","5,198 MB","5450309632.0000","0 %","0.0000","100 %","0000010000"
"12/10/2023 1:30:00 AM - 2:30:00 AM","45269.8750000000","64 %","63.5000","5,191 MB","5443642709.3333","0 %","0.0000","100 %","0000010000"
"12/10/2023 2:30:00 AM - 3:30:00 AM","45269.9166666667","63 %","63.1667","5,183 MB","5434388480.0000","0 %","0.0000","100 %","0000010000"
"12/10/2023 3:30:00 AM - 4:30:00 AM","45269.9583333333","63 %","63.0000","5,161 MB","5412040021.3333","0 %","0.0000","100 %","0000010000"
"12/10/2023 4:30:00 AM - 5:30:00 AM","45270.0000000000","63 %","63.0000","5,173 MB","5424689834.6667","0 %","0.0000","100 %","0000010000"
"12/10/2023 5:30:00 AM - 6:30:00 AM","45270.0416666667","63 %","63.0000","5,175 MB","5426278400.0000","0 %","0.0000","100 %","0000010000"
"12/10/2023 6:30:00 AM - 7:30:00 AM","45270.0833333333","63 %","63.1667","5,178 MB","5429330602.6667","0 %","0.0000","100 %","0000010000"
"12/10/2023 7:30:00 AM - 8:30:00 AM","45270.1250000000","63 %","63.0000","5,179 MB","5430839296.0000","0 %","0.0000","100 %","0000010000"
"12/10/2023 8:30:00 AM - 9:30:00 AM","45270.1666666667","63 %","63.0000","5,180 MB","5431895381.3333","0 %","0.0000","100 %","0000010000"
"12/10/2023 9:30:00 AM - 10:30:00 AM","45270.2083333333","63 %","63.1667","5,182 MB","5434240341.3333","0 %","0.0000","100 %","0000010000"
"12/10/2023 10:30:00 AM - 11:30:00 AM","45270.2500000000","63 %","63.1667","5,184 MB","5435537408.0000","0 %","0.0000","100 %","0000010000"
"12/10/2023 11:30:00 AM - 12:30:00 PM","45270.2916666667","63 %","63.1667","5,180 MB","5431145130.6667","0 %","0.0000","100 %","0000010000"
"12/10/2023 12:30:00 PM - 1:30:00 PM","45270.3333333333","63 %","63.0000","5,180 MB","5431443456.0000","0 %","0.0000","100 %","0000010000"
"12/10/2023 1:30:00 PM - 2:30:00 PM","45270.3750000000","63 %","63.0000","5,170 MB","5421002752.0000","0 %","0.0000","100 %","0000010000"
"12/10/2023 2:30:00 PM - 3:30:00 PM","45270.4166666667","63 %","63.0000","5,175 MB","5426432000.0000","0 %","0.0000","100 %","0000010000"
"12/10/2023 3:30:00 PM - 4:30:00 PM","45270.4583333333","63 %","63.0000","5,174 MB","5425812138.6667","0 %","0.0000","100 %","0000010000"
"12/10/2023 4:30:00 PM - 5:30:00 PM","45270.5000000000","63 %","63.0000","5,170 MB","5420685312.0000","0 %","0.0000","100 %","0000010000"
"12/10/2023 5:30:00 PM - 6:30:00 PM","45270.5416666667","63 %","63.0000","5,165 MB","5415725056.0000","0 %","0.0000","100 %","0000010000"
"12/10/2023 6:30:00 PM - 7:30:00 PM","45270.5833333333","63 %","63.0000","5,164 MB","5414811648.0000","0 %","0.0000","100 %","0000010000"
"12/10/2023 7:30:00 PM - 8:30:00 PM","45270.6250000000","63 %","63.0000","5,171 MB","5422296405.3333","0 %","0.0000","100 %","0000010000"
"12/10/2023 8:30:00 PM - 9:30:00 PM","45270.6666666667","63 %","63.0000","5,164 MB","5415301802.6667","0 %","0.0000","100 %","0000010000"
"12/10/2023 9:30:00 PM - 10:30:00 PM","45270.7083333333","63 %","63.0000","5,155 MB","5405727402.6667","0 %","0.0000","100 %","0000010000"
"12/10/2023 10:30:00 PM - 11:30:00 PM","45270.7500000000","63 %","63.0000","5,160 MB","5411147093.3333","0 %","0.0000","100 %","0000010000"
"12/10/2023 11:30:00 PM - 12:30:00 AM","45270.7916666667","63 %","63.0000","5,166 MB","5417121109.3333","0 %","0.0000","100 %","0000010000"
"12/11/2023 12:30:00 AM - 1:30:00 AM","45270.8333333333","63 %","63.0000","5,166 MB","5416749738.6667","0 %","0.0000","100 %","0000010000"
"12/11/2023 1:30:00 AM - 2:30:00 AM","45270.8750000000","63 %","63.0000","5,164 MB","5415142741.3333","0 %","0.0000","100 %","0000010000"
"12/11/2023 2:30:00 AM - 3:30:00 AM","45270.9166666667","63 %","62.8333","5,144 MB","5394012160.0000","0 %","0.0000","100 %","0000010000"
"12/11/2023 3:30:00 AM - 4:30:00 AM","45270.9583333333","63 %","63.0000","5,140 MB","5390163968.0000","0 %","0.0000","100 %","0000010000"
"12/11/2023 4:30:00 AM - 5:30:00 AM","45271.0000000000","63 %","63.0000","5,152 MB","5402599424.0000","0 %","0.0000","100 %","0000010000"
"12/11/2023 5:30:00 AM - 6:30:00 AM","45271.0416666667","63 %","63.0000","5,142 MB","5392272042.6667","0 %","0.0000","100 %","0000010000"
"12/11/2023 6:30:00 AM - 7:30:00 AM","45271.0833333333","63 %","62.8333","5,140 MB","5389404160.0000","0 %","0.0000","100 %","0000010000"
"12/11/2023 7:30:00 AM - 8:30:00 AM","45271.1250000000","63 %","62.8333","5,138 MB","5387798528.0000","0 %","0.0000","100 %","0000010000"
"12/11/2023 8:30:00 AM - 9:30:00 AM","45271.1666666667","63 %","63.0000","5,157 MB","5407520768.0000","0 %","0.0000","100 %","0000010000"
"12/11/2023 9:30:00 AM - 10:30:00 AM","45271.2083333333","63 %","63.0000","5,162 MB","5413050368.0000","0 %","0.0000","100 %","0000010000"
"12/11/2023 10:30:00 AM - 11:30:00 AM","45271.2500000000","63 %","62.6667","5,131 MB","5380406613.3333","0 %","0.0000","100 %","0000010000"
"12/11/2023 11:30:00 AM - 12:30:00 PM","45271.2916666667","62 %","62.1667","5,103 MB","5350842368.0000","0 %","0.0000","100 %","0000010000"
"12/11/2023 12:30:00 PM - 1:30:00 PM","45271.3333333333","63 %","62.6667","5,135 MB","5384207701.3333","0 %","0.0000","100 %","0000010000"
"12/11/2023 1:30:00 PM - 2:30:00 PM","45271.3750000000","62 %","62.3333","5,113 MB","5361253717.3333","0 %","0.0000","100 %","0000010000"
"12/11/2023 2:30:00 PM - 3:30:00 PM","45271.4166666667","62 %","62.3333","5,108 MB","5356341930.6667","0 %","0.0000","100 %","0000010000"
"12/11/2023 3:30:00 PM - 4:30:00 PM","45271.4583333333","63 %","62.8333","5,144 MB","5393696768.0000","0 %","0.0000","100 %","0000010000"
"12/11/2023 4:30:00 PM - 5:30:00 PM","45271.5000000000","62 %","62.5000","5,121 MB","5370111317.3333","0 %","0.0000","100 %","0000010000"
"12/11/2023 5:30:00 PM - 6:30:00 PM","45271.5416666667","62 %","62.3333","5,102 MB","5350121472.0000","0 %","0.0000","100 %","0000010000"
"12/11/2023 6:30:00 PM - 7:30:00 PM","45271.5833333333","63 %","62.8333","5,142 MB","5391539541.3333","0 %","0.0000","100 %","0000010000"
"12/11/2023 7:30:00 PM - 8:30:00 PM","45271.6250000000","62 %","62.3333","5,110 MB","5358085461.3333","0 %","0.0000","100 %","0000010000"
"12/11/2023 8:30:00 PM - 9:30:00 PM","45271.6666666667","62 %","62.5000","5,126 MB","5374496768.0000","0 %","0.0000","100 %","0000010000"
"12/11/2023 9:30:00 PM - 10:30:00 PM","45271.7083333333","62 %","62.5000","5,110 MB","5358587221.3333","0 %","0.0000","100 %","0000010000"
"12/11/2023 10:30:00 PM - 11:30:00 PM","45271.7500000000","63 %","62.8333","5,126 MB","5374573226.6667","0 %","0.0000","100 %","0000010000"
"12/11/2023 11:30:00 PM - 12:30:00 AM","45271.7916666667","63 %","62.6667","5,123 MB","5371609088.0000","0 %","0.0000","100 %","0000010000"
"12/12/2023 12:30:00 AM - 1:30:00 AM","45271.8333333333","63 %","62.8333","5,132 MB","5380823040.0000","0 %","0.0000","100 %","0000010000"
"12/12/2023 1:30:00 AM - 2:30:00 AM","45271.8750000000","63 %","63.0000","5,133 MB","5382633472.0000","0 %","0.0000","100 %","0000010000"
"12/12/2023 2:30:00 AM - 3:30:00 AM","45271.9166666667","62 %","62.5000","5,118 MB","5366166186.6667","0 %","0.0000","100 %","0000010000"
"12/12/2023 3:30:00 AM - 4:30:00 AM","45271.9583333333","62 %","62.3333","5,111 MB","5359741610.6667","0 %","0.0000","100 %","0000010000"
"12/12/2023 4:30:00 AM - 5:30:00 AM","45272.0000000000","62 %","62.3333","5,114 MB","5362584234.6667","0 %","0.0000","100 %","0000010000"
"12/12/2023 5:30:00 AM - 6:30:00 AM","45272.0416666667","62 %","62.3333","5,116 MB","5364395349.3333","0 %","0.0000","100 %","0000010000"
"12/12/2023 6:30:00 AM - 7:30:00 AM","45272.0833333333","62 %","62.5000","5,118 MB","5367097344.0000","0 %","0.0000","100 %","0000010000"
"12/12/2023 7:30:00 AM - 8:30:00 AM","45272.1250000000","62 %","62.5000","5,119 MB","5368171178.6667","0 %","0.0000","100 %","0000010000"
"12/12/2023 8:30:00 AM - 9:30:00 AM","45272.1666666667","62 %","62.3333","5,113 MB","5361038677.3333","0 %","0.0000","100 %","0000010000"
"12/12/2023 9:30:00 AM - 10:30:00 AM","45272.2083333333","62 %","62.1667","5,116 MB","5364036949.3333","0 %","0.0000","100 %","0000010000"
"12/12/2023 10:30:00 AM - 11:30:00 AM","45272.2500000000","63 %","62.8333","5,136 MB","5385019392.0000","0 %","0.0000","100 %","0000010000"
"12/12/2023 11:30:00 AM - 12:30:00 PM","45272.2916666667","62 %","62.3333","5,118 MB","5366276096.0000","0 %","0.0000","100 %","0000010000"
"12/12/2023 12:30:00 PM - 1:30:00 PM","45272.3333333333","62 %","62.3333","5,119 MB","5367808682.6667","0 %","0.0000","100 %","0000010000"
"12/12/2023 1:30:00 PM - 2:30:00 PM","45272.3750000000","63 %","62.6667","5,130 MB","5379245397.3333","0 %","0.0000","100 %","0000010000"
"12/12/2023 2:30:00 PM - 3:30:00 PM","45272.4166666667","62 %","62.0000","5,084 MB","5331159722.6667","0 %","0.0000","100 %","0000010000"
"12/12/2023 3:30:00 PM - 4:30:00 PM","45272.4583333333","63 %","62.6667","5,136 MB","5385868629.3333","0 %","0.0000","100 %","0000010000"
"12/12/2023 4:30:00 PM - 5:30:00 PM","45272.5000000000","63 %","63.1667","5,159 MB","5410025472.0000","0 %","0.0000","100 %","0000010000"
"12/12/2023 5:30:00 PM - 6:30:00 PM","45272.5416666667","63 %","62.8333","5,144 MB","5394085888.0000","0 %","0.0000","100 %","0000010000"
"12/12/2023 6:30:00 PM - 7:30:00 PM","45272.5833333333","63 %","62.8333","5,149 MB","5399521280.0000","0 %","0.0000","100 %","0000010000"
"12/12/2023 7:30:00 PM - 8:30:00 PM","45272.6250000000","63 %","63.1667","5,187 MB","5438593706.6667","0 %","0.0000","100 %","0000010000"
"12/12/2023 8:30:00 PM - 9:30:00 PM","45272.6666666667","63 %","63.0000","5,179 MB","5430108842.6667","0 %","0.0000","100 %","0000010000"
"12/12/2023 9:30:00 PM - 10:30:00 PM","45272.7083333333","63 %","63.0000","5,159 MB","5409802922.6667","0 %","0.0000","100 %","0000010000"
"12/12/2023 10:30:00 PM - 11:30:00 PM","45272.7500000000","63 %","63.0000","5,176 MB","5427889493.3333","0 %","0.0000","100 %","0000010000"
"12/12/2023 11:30:00 PM - 12:30:00 AM","45272.7916666667","63 %","63.0000","5,152 MB","5401851221.3333","0 %","0.0000","100 %","0000010000"
"12/13/2023 12:30:00 AM - 1:30:00 AM","45272.8333333333","63 %","63.0000","5,180 MB","5431515136.0000","0 %","0.0000","100 %","0000010000"
"12/13/2023 1:30:00 AM - 2:30:00 AM","45272.8750000000","63 %","63.0000","5,180 MB","5431186773.3333","0 %","0.0000","100 %","0000010000"
"12/13/2023 2:30:00 AM - 3:30:00 AM","45272.9166666667","63 %","63.0000","5,163 MB","5413597866.6667","0 %","0.0000","100 %","0000010000"
"12/13/2023 3:30:00 AM - 4:30:00 AM","45272.9583333333","63 %","62.8333","5,132 MB","5381722112.0000","0 %","0.0000","100 %","0000010000"
"12/13/2023 4:30:00 AM - 5:30:00 AM","45273.0000000000","63 %","62.8333","5,139 MB","5388287317.3333","0 %","0.0000","100 %","0000010000"
"12/13/2023 5:30:00 AM - 6:30:00 AM","45273.0416666667","63 %","62.8333","5,131 MB","5380767061.3333","0 %","0.0000","100 %","0000010000"
"12/13/2023 6:30:00 AM - 7:30:00 AM","45273.0833333333","62 %","62.3333","5,107 MB","5354780672.0000","0 %","0.0000","100 %","0000010000"
"12/13/2023 7:30:00 AM - 8:30:00 AM","45273.1250000000","62 %","62.1667","5,105 MB","5353141589.3333","0 %","0.0000","100 %","0000010000"
"12/13/2023 8:30:00 AM - 9:30:00 AM","45273.1666666667","62 %","62.5000","5,129 MB","5378153813.3333","0 %","0.0000","100 %","0000010000"
"12/13/2023 9:30:00 AM - 10:30:00 AM","45273.2083333333","63 %","62.8333","5,142 MB","5391488341.3333","0 %","0.0000","100 %","0000010000"
"12/13/2023 10:30:00 AM - 11:30:00 AM","45273.2500000000","63 %","63.0000","5,149 MB","5398730752.0000","0 %","0.0000","100 %","0000010000"
"12/13/2023 11:30:00 AM - 12:30:00 PM","45273.2916666667","63 %","62.6667","5,130 MB","5379121834.6667","0 %","0.0000","100 %","0000010000"
"12/13/2023 12:30:00 PM - 1:30:00 PM","45273.3333333333","63 %","62.6667","5,113 MB","5361440768.0000","0 %","0.0000","100 %","0000010000"
"12/13/2023 1:30:00 PM - 2:30:00 PM","45273.3750000000","62 %","62.5000","5,105 MB","5353089024.0000","0 %","0.0000","100 %","0000010000"
"12/13/2023 2:30:00 PM - 3:30:00 PM","45273.4166666667","61 %","61.0000","5,010 MB","5252948650.6667","0 %","0.0000","100 %","0000010000"
"12/13/2023 3:30:00 PM - 4:30:00 PM","45273.4583333333","63 %","63.1667","5,165 MB","5416299178.6667","0 %","0.0000","100 %","0000010000"
"12/13/2023 4:30:00 PM - 5:30:00 PM","45273.5000000000","63 %","62.8333","5,159 MB","5409363968.0000","0 %","0.0000","100 %","0000010000"
"12/13/2023 5:30:00 PM - 6:30:00 PM","45273.5416666667","63 %","63.0000","5,141 MB","5391065088.0000","0 %","0.0000","100 %","0000010000"
"12/13/2023 6:30:00 PM - 7:30:00 PM","45273.5833333333","62 %","62.5000","5,129 MB","5378469888.0000","0 %","0.0000","100 %","0000010000"
"12/13/2023 7:30:00 PM - 8:30:00 PM","45273.6250000000","63 %","63.0000","5,180 MB","5431769770.6667","0 %","0.0000","100 %","0000010000"
"12/13/2023 8:30:00 PM - 9:30:00 PM","45273.6666666667","63 %","63.1667","5,179 MB","5430673408.0000","0 %","0.0000","100 %","0000010000"
"12/13/2023 9:30:00 PM - 10:30:00 PM","45273.7083333333","63 %","63.0000","5,159 MB","5409751722.6667","0 %","0.0000","100 %","0000010000"
"12/13/2023 10:30:00 PM - 11:30:00 PM","45273.7500000000","63 %","63.0000","5,177 MB","5428236288.0000","0 %","0.0000","100 %","0000010000"
"12/13/2023 11:30:00 PM - 12:30:00 AM","45273.7916666667","63 %","63.0000","5,183 MB","5434731178.6667","0 %","0.0000","100 %","0000010000"
"12/14/2023 12:30:00 AM - 1:30:00 AM","45273.8333333333","63 %","63.1667","5,187 MB","5438905002.6667","0 %","0.0000","100 %","0000010000"
"12/14/2023 1:30:00 AM - 2:30:00 AM","45273.8750000000","63 %","63.3333","5,194 MB","5446475776.0000","0 %","0.0000","100 %","0000010000"
"12/14/2023 2:30:00 AM - 3:30:00 AM","45273.9166666667","63 %","63.3333","5,191 MB","5443524608.0000","0 %","0.0000","100 %","0000010000"
"12/14/2023 3:30:00 AM - 4:30:00 AM","45273.9583333333","63 %","63.0000","5,172 MB","5423529984.0000","0 %","0.0000","100 %","0000010000"
"12/14/2023 4:30:00 AM - 5:30:00 AM","45274.0000000000","63 %","63.3333","5,185 MB","5436478122.6667","0 %","0.0000","100 %","0000010000"
"12/14/2023 5:30:00 AM - 6:30:00 AM","45274.0416666667","63 %","63.3333","5,188 MB","5440249173.3333","0 %","0.0000","100 %","0000010000"
"12/14/2023 6:30:00 AM - 7:30:00 AM","45274.0833333333","63 %","63.1667","5,184 MB","5435335338.6667","0 %","0.0000","100 %","0000010000"
"12/14/2023 7:30:00 AM - 8:30:00 AM","45274.1250000000","63 %","63.0000","5,172 MB","5423617365.3333","0 %","0.0000","100 %","0000010000"
"12/14/2023 8:30:00 AM - 9:30:00 AM","45274.1666666667","63 %","63.0000","5,174 MB","5425393664.0000","0 %","0.0000","100 %","0000010000"
"12/14/2023 9:30:00 AM - 10:30:00 AM","45274.2083333333","63 %","63.0000","5,167 MB","5418345130.6667","0 %","0.0000","100 %","0000010000"
"12/14/2023 10:30:00 AM - 11:30:00 AM","45274.2500000000","63 %","62.8333","5,150 MB","5400626517.3333","0 %","0.0000","100 %","0000010000"
"12/14/2023 11:30:00 AM - 12:30:00 PM","45274.2916666667","62 %","62.5000","5,131 MB","5379878912.0000","0 %","0.0000","100 %","0000010000"
"12/14/2023 12:30:00 PM - 1:30:00 PM","45274.3333333333","63 %","62.6667","5,143 MB","5393300138.6667","0 %","0.0000","100 %","0000010000"
"12/14/2023 1:30:00 PM - 2:30:00 PM","45274.3750000000","63 %","62.6667","5,140 MB","5389994666.6667","0 %","0.0000","100 %","0000010000"
